,Duration,IDWorker1,IDWorker2
204,40420,123,253
205,40440,29,56
206,40460,29,56
207,40480,29,56
208,40500,29,56
209,40520,29,56
210,40560,95,819
211,40560,123,253
212,40560,29,56
213,40560,116,778
214,41000,105,113
215,41120,223,496
216,41500,172,311
217,41520,120,311
218,41600,105,113
219,41600,172,311
220,41620,120,172
221,41620,172,311
222,41660,120,311
223,41680,105,113
224,42020,105,113
225,42040,113,513
226,42040,123,253
227,42060,123,253
228,42080,105,113
229,42180,113,513
230,42180,172,311
231,42200,172,311
232,42260,172,311
233,42280,172,311
234,42300,172,311
235,42320,123,253
236,42320,172,311
237,42340,123,253
238,42340,172,311
239,42360,172,311
240,42380,123,253
241,42380,172,311
242,42400,119,275
243,42400,172,311
244,42420,172,311
245,42460,172,311
246,42480,105,113
247,42580,119,335
248,42660,113,513
249,42720,63,481
250,42880,105,513
251,43000,50,771
252,43020,50,771
253,43180,15,95
254,43260,15,95
255,43260,15,29
256,43260,29,95
257,43280,29,95
258,43280,15,95
259,43280,15,29
260,43300,15,95
261,43420,15,95
262,43440,15,95
263,43460,15,95
264,43480,194,786
265,43480,15,95
266,43520,105,113
267,43560,95,194
268,43580,15,95
269,43600,15,95
270,43640,95,194
271,43660,150,154
272,43660,95,194
273,43680,150,154
274,43680,15,95
275,43680,95,194
276,43700,150,154
277,43700,105,113
278,43720,150,154
279,43720,105,113
280,43740,105,113
281,43760,150,154
282,43820,150,154
283,43820,494,765
284,43840,150,154
285,43840,494,765
286,43860,150,154
287,43880,150,154
288,43940,150,154
289,43940,494,765
290,43960,150,154
291,44080,48,209
292,44100,48,209
293,44120,48,209
294,44120,113,513
295,44180,80,222
296,44280,17,48
297,44320,179,209
298,44340,17,179
299,44340,179,209
300,44340,17,209
301,44340,17,48
302,44360,66,209
303,44380,48,209
304,44380,17,66
305,44380,123,253
306,44400,17,66
307,44420,80,222
308,44420,17,66
309,44440,123,253
310,44440,17,66
311,44460,196,223
312,44460,17,66
313,44460,66,196
314,44480,196,223
315,44480,223,819
316,44480,17,102
317,44480,39,205
318,44480,66,209
319,44480,17,66
320,44500,196,819
321,44500,48,66
322,44500,17,66
323,44520,80,765
324,44520,17,66
325,44520,66,102
326,44520,196,819
327,44520,66,209
328,44520,48,66
329,44540,66,102
330,44540,80,765
331,44540,17,179
332,44540,196,819
333,44540,17,66
334,44540,66,209
335,44540,48,66
336,44560,48,209
337,44560,48,66
338,44560,66,102
339,44560,223,819
340,44560,196,819
341,44560,21,66
342,44560,102,179
343,44580,48,209
344,44580,66,102
345,44580,21,48
346,44580,17,102
347,44580,205,496
348,44580,102,179
349,44600,48,209
350,44600,66,102
351,44600,17,102
352,44600,21,66
353,44600,102,179
354,44620,48,209
355,44620,80,765
356,44620,48,134
357,44620,66,102
358,44620,17,102
359,44620,21,66
360,44620,134,209
361,44620,66,209
362,44620,102,179
363,44640,48,66
364,44660,80,765
365,44680,80,765
366,44680,105,113
367,44700,80,765
368,44720,80,765
369,44720,240,275
370,44760,80,222
371,44780,134,240
372,44780,80,222
373,44800,134,240
374,44800,80,222
375,44820,240,285
376,44820,134,496
377,44820,80,222
378,44840,240,285
379,44840,134,285
380,44840,80,222
381,44840,123,253
382,44860,240,285
383,44860,134,240
384,44860,134,285
385,44860,80,222
386,44860,123,253
387,44920,271,601
388,44920,205,496
389,44940,205,496
390,44980,271,601
391,44980,205,311
392,44980,205,496
393,44980,80,311
394,45000,311,496
395,45000,205,496
396,45020,63,481
397,45020,205,496
398,45040,80,222
399,45040,205,496
400,45060,80,222
401,45060,205,496
402,45060,63,271
403,45080,80,765
404,45080,205,311
405,45080,80,222
406,45080,205,496
407,45100,80,765
408,45100,205,496
409,45120,80,765
410,45120,80,222
411,45140,80,222
412,45140,205,496
413,45160,222,496
414,45160,205,311
415,45160,205,496
416,45180,311,496
417,45180,205,496
418,45200,205,311
419,45200,205,496
420,45220,205,496
421,45240,205,496
422,45260,80,765
423,45260,80,222
424,45260,205,496
425,45280,205,496
426,45300,80,765
427,45300,205,496
428,45320,80,765
429,45320,222,496
430,45320,205,496
431,45320,39,113
432,45340,80,765
433,45340,205,496
434,45340,39,113
435,45360,80,222
436,45380,80,765
437,45400,80,765
438,45420,80,765
439,45420,205,496
440,45440,80,765
441,45440,123,253
442,45460,80,765
443,45460,80,494
444,45480,80,765
445,45480,80,494
446,45500,80,765
447,45500,80,494
448,45520,80,765
449,45520,80,494
450,45560,39,113
451,45600,494,765
452,45640,123,253
453,45900,80,222
454,46100,105,275
455,46320,311,496
456,46340,311,496
457,46340,80,222
458,46360,311,496
459,46360,123,253
460,46380,123,253
461,46460,80,311
462,46480,80,311
463,46520,311,496
464,46540,311,496
465,46560,311,496
466,46580,311,496
467,46580,80,765
468,46600,311,496
469,46620,311,496
470,46720,311,496
471,46920,113,242
472,46940,113,194
473,46960,311,496
474,47000,113,242
475,47020,311,496
476,47020,113,242
477,47020,113,194
478,47040,113,242
479,47060,113,194
480,47300,311,496
481,47320,311,496
482,47340,311,496
483,47340,79,804
484,47380,311,496
485,47380,267,311
486,47400,311,496
487,47400,267,311
488,47420,267,311
489,47460,267,311
490,47460,80,222
491,47460,205,267
492,47480,66,102
493,47480,267,311
494,47480,80,222
495,47480,123,164
496,47500,267,311
497,47500,21,66
498,47500,205,267
499,47520,267,311
500,47540,267,311
501,47560,267,311
502,47560,79,804
503,47580,79,804
504,47580,267,311
505,47580,66,179
506,47600,267,311
507,47600,267,496
508,47620,267,311
509,47620,267,496
510,47640,311,496
511,47640,267,311
512,47640,80,222
513,47640,267,496
514,47660,311,496
515,47660,267,311
516,47660,267,496
517,47660,205,267
518,47680,311,496
519,47680,48,804
520,47680,267,311
521,47680,511,804
522,47680,179,222
523,47680,267,496
524,47680,205,267
525,47700,267,311
526,47700,511,804
527,47700,179,222
528,47700,205,267
529,47720,267,311
530,47720,48,179
531,47740,48,179
532,47740,17,179
533,47740,267,311
534,47760,311,496
535,47760,17,179
536,47760,267,311
537,47760,511,804
538,47780,511,804
539,47800,48,179
540,47820,48,179
541,47820,511,804
542,47840,48,179
543,47840,511,804
544,47840,267,496
545,47860,66,804
546,47860,21,48
547,47860,511,804
548,47860,267,496
549,47860,17,21
550,47860,17,48
551,47880,275,804
552,47880,511,804
553,47880,267,496
554,47900,511,804
555,47920,311,496
556,47920,102,271
557,47920,511,804
558,47920,21,66
559,47920,102,601
560,47940,271,601
561,47940,267,311
562,47940,511,804
563,47960,271,601
564,47960,511,804
565,47980,271,601
566,47980,21,66
567,48000,311,496
568,48000,271,601
569,48000,267,311
570,48000,21,66
571,48000,267,496
572,48020,311,496
573,48020,267,311
574,48020,267,496
575,48040,79,311
576,48040,205,496
577,48040,48,66
578,48060,311,496
579,48080,271,601
580,48080,222,267
581,48120,271,601
582,48120,222,267
583,48120,48,80
584,48140,222,267
585,48160,271,601
586,48160,804,826
587,48180,48,66
588,48180,804,826
589,48180,778,804
590,48220,271,601
591,48220,222,267
592,48240,271,601
593,48240,209,285
594,48240,79,102
595,48280,223,267
596,48280,285,875
597,48280,222,223
598,48280,222,267
599,48300,223,267
600,48300,285,875
601,48300,222,223
602,48300,222,267
603,48320,223,267
604,48320,271,601
605,48320,285,875
606,48320,222,267
607,48340,223,267
608,48340,285,875
609,48340,222,267
610,48360,223,267
611,48360,271,601
612,48360,285,875
613,48380,285,875
614,48380,184,267
615,48380,275,875
616,48420,271,601
617,48440,271,601
618,48440,285,875
619,48460,271,601
620,48460,285,875
621,48480,285,875
622,48480,184,804
623,48500,184,804
624,48520,184,804
625,48540,184,804
626,48580,285,875
627,48620,285,875
628,48680,102,240
629,48680,222,267
630,48700,102,240
631,48700,222,267
632,48720,222,267
633,48740,222,267
634,48760,285,875
635,48900,48,66
636,48920,285,875
637,48920,48,66
638,48980,222,267
639,48980,48,66
640,49000,222,267
641,49000,21,66
642,49000,48,66
643,49060,21,209
644,49100,119,875
645,49100,222,267
646,49140,222,267
647,49140,21,209
648,49160,222,267
649,49220,21,66
650,49220,48,66
651,49280,48,66
652,49300,21,48
653,49300,21,66
654,49300,48,66
655,49320,48,66
656,49520,222,267
657,49540,222,267
658,49560,79,95
659,49560,21,66
660,49600,222,267
661,49600,29,95
662,49620,21,66
663,49620,48,66
664,49640,222,267
665,49640,21,66
666,49640,95,181
667,49660,222,267
668,49660,21,66
669,49660,48,66
670,49680,21,66
671,49680,48,66
672,49700,48,66
673,49720,134,240
674,49740,21,48
675,49740,21,66
676,49740,48,66
677,49760,21,66
678,49760,48,66
679,49780,21,66
680,49780,48,66
681,49800,79,95
682,49800,48,66
683,49800,21,48
684,49800,21,66
685,49820,48,66
686,49840,48,66
687,49860,48,66
688,49880,39,267
689,49880,48,66
690,49900,48,66
691,49920,48,66
692,49940,48,66
693,49960,95,786
694,49960,48,66
695,49980,21,48
696,49980,48,66
697,50040,50,102
698,50060,63,481
699,50060,39,205
700,50080,39,205
701,50100,39,205
702,50120,119,275
703,50120,39,205
704,50140,39,205
705,50200,21,66
706,50220,223,311
707,50240,223,311
708,50240,21,66
709,50400,21,66
710,50400,48,66
711,50400,17,21
712,50480,765,786
713,50500,765,786
714,50540,50,771
715,50540,119,762
716,50600,17,771
717,50740,765,786
718,50760,765,786
719,50760,123,253
720,50780,448,499
721,50920,50,875
722,50920,335,511
723,51000,120,494
724,51020,120,494
725,51040,120,494
726,51060,120,494
727,51080,120,494
728,51120,120,494
729,51140,120,494
730,51160,120,494
731,51180,120,494
732,51200,120,494
733,51220,120,494
734,51240,120,494
735,51260,120,494
736,51280,120,494
737,51300,120,494
738,51320,120,494
739,51340,123,253
740,51340,120,494
741,51400,123,253
742,51400,120,494
743,51420,123,253
744,51420,120,494
745,51440,120,494
746,51460,120,494
747,51480,120,494
748,51580,765,786
749,51640,120,494
750,51660,120,494
751,51680,120,494
752,51700,120,494
753,51720,120,494
754,51740,120,494
755,51760,123,253
756,51760,120,494
757,51780,120,494
758,51800,765,786
759,51800,120,494
760,51820,765,786
761,51820,120,494
762,51840,765,786
763,51840,120,494
764,51860,120,494
765,51880,765,786
766,51960,765,786
767,51960,222,267
768,51960,123,253
769,51960,120,494
770,51980,765,786
771,51980,123,253
772,51980,120,494
773,52000,765,786
774,52000,123,253
775,52000,120,494
776,52020,765,786
777,52020,120,494
778,52040,120,494
779,52060,120,494
780,52080,765,786
781,52080,120,494
782,52100,120,494
783,52120,765,786
784,52120,120,494
785,52140,120,494
786,52160,120,494
787,52180,120,494
788,52200,120,494
789,52220,765,786
790,52220,120,494
791,52240,765,786
792,52240,120,494
793,52260,765,786
794,52260,120,494
795,52280,120,494
796,52300,120,494
797,52900,765,786
798,52900,120,494
799,52980,765,786
800,52980,222,267
801,53060,120,494
802,53080,134,285
803,53080,120,494
804,53140,765,786
805,53160,222,267
806,53200,222,267
807,53220,222,267
808,53320,765,786
809,53340,765,786
810,53360,765,786
811,53520,29,222
812,53540,29,222
813,53540,223,311
814,53600,222,267
815,53800,120,494
816,53840,222,267
817,53880,123,253
818,53900,123,253
819,53900,120,494
820,54000,765,786
821,54080,222,267
822,54100,222,267
823,54120,222,267
824,54120,268,845
825,54140,17,762
826,54140,222,267
827,54140,134,762
828,54280,765,786
829,54400,765,786
830,54420,765,786
831,54420,184,778
832,54440,765,786
833,54440,17,762
834,54440,184,778
835,54460,17,762
836,54460,184,778
837,54520,765,786
838,54520,184,778
839,54540,765,786
840,54540,184,778
841,54560,184,778
842,54600,116,762
843,54620,184,778
844,54640,184,778
845,54660,184,778
846,54660,120,494
847,54680,184,778
848,54700,120,494
849,54720,120,494
850,54740,184,778
851,54740,120,494
852,54760,184,778
853,54780,184,778
854,54800,184,778
855,54820,184,778
856,54840,184,778
857,54860,184,778
858,54860,120,494
859,54880,765,786
860,54880,184,778
861,54900,765,786
862,54900,184,778
863,54900,120,494
864,54920,765,786
865,54920,184,778
866,54940,765,786
867,54940,184,778
868,54960,765,786
869,54960,184,778
870,54980,765,786
871,54980,184,778
872,55000,184,778
873,55020,184,778
874,55040,184,778
875,55040,120,494
876,55060,184,778
877,55100,119,275
878,55100,120,494
879,55120,184,778
880,55120,119,275
881,55120,120,494
882,55160,765,786
883,55180,765,786
884,55180,123,253
885,55200,765,786
886,55200,123,253
887,55200,120,494
888,55220,120,494
889,55240,765,786
890,55260,765,786
891,55260,184,778
892,55280,765,786
893,55280,184,778
894,55300,765,786
895,55300,184,778
896,55320,765,786
897,55320,184,778
898,55360,184,778
899,55380,184,778
900,55400,184,778
901,55420,765,786
902,55420,184,778
903,55440,184,778
904,55460,184,778
905,55480,765,786
906,55480,184,778
907,55500,184,778
908,55520,184,778
909,55540,184,778
910,55560,184,778
911,55560,120,494
912,55580,184,778
913,55580,120,494
914,55600,184,778
915,55600,120,494
916,55620,184,778
917,55620,120,494
918,55640,120,494
919,55660,196,223
920,55680,120,494
921,55700,120,494
922,55740,120,494
923,55760,80,762
924,55760,275,762
925,55760,120,494
926,55780,120,494
927,55800,120,494
928,55840,120,494
929,55860,120,494
930,55920,120,494
931,55940,63,154
932,55940,119,275
933,55960,119,275
934,56060,116,481
935,56060,120,494
936,56100,765,786
937,56120,765,786
938,56140,765,786
939,56180,765,786
940,56180,120,494
941,56200,120,494
942,56260,120,494
943,56280,116,481
944,56280,120,494
945,56300,765,786
946,56320,765,786
947,56340,765,786
948,56380,765,786
949,56380,120,494
950,56400,120,494
951,56420,120,494
952,56440,120,494
953,56460,765,786
954,56460,120,494
955,56480,765,786
956,56500,765,786
957,56540,765,786
958,56600,765,786
959,56620,765,786
960,56680,765,786
961,56700,765,786
962,56860,63,481
963,56880,63,481
964,56960,63,481
965,56980,762,875
966,57000,123,253
967,57020,123,253
968,57040,123,253
969,57060,762,875
970,57060,123,253
971,57160,63,105
972,57180,63,105
973,57280,63,481
974,57300,63,481
975,57300,184,778
976,57320,50,875
977,57360,762,875
978,57360,184,778
979,57380,185,778
980,57380,184,268
981,57380,184,185
982,57380,184,778
983,57380,63,481
984,57400,63,481
985,57400,184,268
986,57400,184,185
987,57420,184,268
988,57440,184,268
989,57440,184,778
990,57480,184,778
991,57520,17,102
992,57540,184,268
993,57580,184,804
994,57600,184,268
995,57620,184,268
996,57680,17,102
997,57700,17,102
998,57720,184,268
999,57740,184,268
1000,57760,184,804
1001,57780,184,804
1002,57820,184,268
1003,57860,184,268
1004,58400,113,223
1005,58440,184,268
1006,58560,184,268
1007,58620,15,95
1008,58900,205,223
1009,59100,15,496
1010,59100,95,496
1011,59120,15,496
1012,59140,15,496
1013,59340,205,223
1014,59380,123,253
1015,59400,285,481
1016,59400,123,253
1017,59420,123,253
1018,59460,123,253
1019,59460,205,223
1020,59500,123,253
1021,59520,123,253
1022,59540,123,253
1023,59620,184,268
1024,59700,15,496
1025,59700,123,253
1026,59720,15,95
1027,59820,222,267
1028,59840,222,267
1029,59840,120,494
1030,59860,222,267
1031,59860,120,494
1032,59880,222,267
1033,59880,120,494
1034,59900,222,267
1035,59920,222,267
1036,59940,222,267
1037,59960,222,267
1038,60020,222,267
1039,60040,184,268
1040,60040,120,494
1041,60140,222,267
1042,60160,222,267
1043,60180,240,938
1044,60280,222,267
1045,60300,222,267
1046,60320,222,267
1047,60340,222,267
1048,60360,222,267
1049,60380,222,267
1050,60400,222,267
1051,60420,222,267
1052,60440,222,267
1053,60460,222,267
1054,60480,222,267
1055,60580,285,481
1056,60600,285,481
1057,60720,120,494
1058,60740,120,494
1059,60760,194,311
1060,60760,120,494
1061,60780,194,311
1062,60780,120,494
1063,60800,194,311
1064,60800,120,494
1065,60820,120,494
1066,60900,120,494
1067,60960,150,285
1068,60980,150,285
1069,61060,194,311
1070,61140,194,311
1071,61160,194,311
1072,61180,194,311
1073,61200,194,311
1074,61220,194,311
1075,61280,123,253
1076,61340,123,253
1077,61360,120,494
1078,62440,95,194
1079,62460,95,194
1080,62480,95,194
1081,62500,95,194
1082,62520,95,194
1083,62540,95,194
1084,62560,95,194
1085,62580,95,194
1086,62600,194,311
1087,62600,95,194
1088,62620,194,311
1089,62660,222,267
1090,62680,222,267
1091,62700,222,267
1092,62700,95,194
1093,62720,222,267
1094,62720,95,194
1095,62740,222,267
1096,62740,95,194
1097,62760,95,194
1098,62800,184,845
1099,62820,184,268
1100,62840,184,268
1101,62840,184,845
1102,62860,184,268
1103,62860,184,845
1104,62900,184,268
1105,62900,184,845
1106,62920,184,845
1107,62940,184,845
1108,62960,184,845
1109,62980,184,268
1110,63040,184,845
1111,63080,184,826
1112,63120,184,268
1113,63140,184,268
1114,63180,39,205
1115,63200,39,205
1116,63220,39,205
1117,63380,123,253
1118,63400,123,253
1119,63480,223,253
1120,63500,120,765
1121,63520,120,765
1122,63600,120,765
1123,63620,95,123
1124,63640,95,123
1125,63660,15,123
1126,63660,95,253
1127,63660,15,95
1128,63660,123,253
1129,63660,95,123
1130,63680,120,765
1131,63680,95,123
1132,63700,120,765
1133,63700,95,123
1134,63720,95,123
1135,63740,95,123
1136,63760,95,123
1137,63780,95,123
1138,64000,123,253
1139,64020,120,765
1140,64020,123,253
1141,64040,120,765
1142,64060,120,765
1143,64060,123,253
1144,64080,123,253
1145,64100,120,765
1146,64100,123,253
1147,64120,120,765
1148,64120,123,253
1149,64140,123,253
1150,64200,39,804
1151,64240,120,765
1152,64260,120,765
1153,64280,120,765
1154,64360,120,765
1155,64480,120,494
1156,64700,172,196
1157,65060,275,804
1158,116880,150,154
1159,117660,80,771
1160,118040,39,819
1161,118060,39,819
1162,118240,762,771
1163,118600,120,819
1164,118620,762,771
1165,118620,120,819
1166,118640,762,771
1167,118860,120,819
1168,118900,448,533
1169,118920,120,819
1170,118920,448,533
1171,118940,120,819
1172,118940,448,533
1173,118960,120,819
1174,119120,120,819
1175,119140,120,819
1176,119160,120,819
1177,119200,492,601
1178,119220,492,601
1179,119420,79,222
1180,119500,79,222
1181,119520,79,222
1182,119820,826,987
1183,119940,79,222
1184,119960,79,222
1185,119980,123,492
1186,120040,194,786
1187,120060,194,786
1188,120260,95,123
1189,120440,48,875
1190,120460,150,154
1191,120480,150,154
1192,120480,39,95
1193,120500,39,95
1194,120600,95,242
1195,120860,172,196
1196,120920,267,603
1197,120940,267,603
1198,120960,164,267
1199,120980,164,267
1200,121000,164,267
1201,121160,15,95
1202,121180,80,875
1203,121180,15,95
1204,121400,102,335
1205,121420,102,335
1206,121520,15,95
1207,121540,15,95
1208,121560,15,95
1209,121680,271,533
1210,121740,210,778
1211,121780,15,95
1212,121840,15,95
1213,121840,271,533
1214,121860,765,786
1215,122080,134,285
1216,122100,134,285
1217,122120,134,285
1218,122140,35,210
1219,122200,35,210
1220,122240,35,210
1221,122260,35,210
1222,122280,35,210
1223,122360,150,533
1224,122380,150,533
1225,122480,123,253
1226,122500,123,253
1227,122560,150,533
1228,122580,150,533
1229,122700,150,533
1230,122720,150,533
1231,122740,50,131
1232,122740,150,533
1233,122820,50,131
1234,122820,150,533
1235,122840,50,131
1236,122860,50,131
1237,122860,150,533
1238,122880,50,131
1239,122880,150,533
1240,122900,50,131
1241,122900,150,533
1242,122920,50,131
1243,122920,150,533
1244,122960,50,131
1245,122980,150,533
1246,123000,50,131
1247,123020,150,533
1248,123040,50,131
1249,123040,123,253
1250,123060,119,778
1251,123060,150,533
1252,123080,123,223
1253,123100,123,223
1254,123120,123,223
1255,123140,448,499
1256,123180,116,778
1257,123180,123,223
1258,123200,778,845
1259,123200,123,223
1260,123240,123,223
1261,123260,119,448
1262,123260,150,533
1263,123260,123,223
1264,123280,150,533
1265,123280,123,223
1266,123300,222,267
1267,123300,123,223
1268,123320,119,448
1269,123320,222,267
1270,123320,123,223
1271,123340,119,448
1272,123340,150,533
1273,123340,123,223
1274,123360,150,533
1275,123360,271,499
1276,123360,123,223
1277,123380,150,533
1278,123380,123,223
1279,123400,123,223
1280,123420,150,533
1281,123420,123,223
1282,123440,134,285
1283,123440,123,223
1284,123460,150,533
1285,123460,123,223
1286,123480,123,223
1287,123500,134,285
1288,123500,123,223
1289,123520,134,285
1290,123520,123,223
1291,123540,123,223
1292,123560,116,335
1293,123560,123,223
1294,123580,116,335
1295,123580,116,762
1296,123580,134,285
1297,123580,131,242
1298,123580,123,223
1299,123600,123,223
1300,123620,123,223
1301,123640,123,223
1302,123660,123,223
1303,123680,123,223
1304,123700,123,223
1305,123720,131,242
1306,123720,123,223
1307,123740,123,223
1308,123760,123,223
1309,123780,271,601
1310,123780,123,223
1311,123800,123,223
1312,123820,123,223
1313,123840,123,223
1314,123860,123,223
1315,123880,134,285
1316,123880,123,223
1317,123900,134,285
1318,123900,123,223
1319,123920,123,223
1320,123940,119,211
1321,123940,123,223
1322,123960,123,223
1323,123980,123,223
1324,124000,120,196
1325,124000,123,223
1326,124020,120,196
1327,124020,131,150
1328,124020,123,223
1329,124040,120,196
1330,124040,131,150
1331,124040,123,223
1332,124060,120,196
1333,124060,131,150
1334,124060,123,223
1335,124080,120,196
1336,124080,131,150
1337,124080,123,223
1338,124100,131,150
1339,124100,123,223
1340,124120,131,150
1341,124140,134,285
1342,124140,511,762
1343,124140,131,150
1344,124160,15,123
1345,124160,131,150
1346,124180,15,123
1347,124180,131,150
1348,124200,131,150
1349,124220,131,150
1350,124240,131,150
1351,124260,131,150
1352,124280,120,196
1353,124280,131,150
1354,124300,120,196
1355,124300,131,150
1356,124300,271,533
1357,124320,120,196
1358,124320,131,150
1359,124320,271,533
1360,124340,131,150
1361,124360,131,271
1362,124360,150,271
1363,124360,131,150
1364,124380,150,271
1365,124400,150,271
1366,124420,150,271
1367,124440,150,271
1368,124460,150,271
1369,124480,150,271
1370,124500,222,267
1371,124500,150,271
1372,124520,222,267
1373,124520,150,271
1374,124580,150,271
1375,124600,150,271
1376,124740,150,271
1377,124760,150,271
1378,124780,150,271
1379,124800,222,267
1380,124800,150,271
1381,124820,150,271
1382,124840,150,271
1383,125220,131,185
1384,125440,271,492
1385,125860,211,268
1386,125960,120,494
1387,125980,120,494
1388,126000,120,494
1389,126020,120,494
1390,126040,120,494
1391,126060,120,494
1392,126080,120,494
1393,126100,120,494
1394,126120,120,494
1395,126140,120,494
1396,126160,120,494
1397,126180,120,494
1398,126200,120,494
1399,126220,120,494
1400,126240,120,494
1401,126260,120,494
1402,126280,285,875
1403,126280,120,494
1404,126300,120,494
1405,126320,120,494
1406,126380,119,448
1407,126380,120,494
1408,126400,119,448
1409,126560,120,494
1410,126580,120,494
1411,126600,120,494
1412,126620,120,494
1413,126640,120,494
1414,126700,222,267
1415,126700,120,494
1416,126720,511,771
1417,126720,120,494
1418,126740,120,494
1419,126800,209,875
1420,126880,154,939
1421,126960,335,771
1422,127020,95,120
1423,127040,95,120
1424,127060,95,120
1425,127080,95,205
1426,127140,119,804
1427,127280,95,205
1428,127420,95,311
1429,127500,95,311
1430,127520,95,311
1431,127560,95,311
1432,127580,95,311
1433,127600,95,311
1434,127620,95,311
1435,127640,95,311
1436,127660,95,311
1437,127680,95,311
1438,127700,95,311
1439,127720,120,196
1440,127720,95,311
1441,127740,95,311
1442,127760,95,311
1443,127780,95,311
1444,127800,95,311
1445,127820,95,311
1446,127840,95,311
1447,127860,95,311
1448,127880,95,311
1449,127900,95,311
1450,127920,95,311
1451,127940,95,311
1452,127960,95,311
1453,127980,95,311
1454,128000,119,448
1455,128000,95,311
1456,128020,95,311
1457,128040,95,311
1458,128060,95,311
1459,128080,95,311
1460,128100,95,311
1461,128120,95,311
1462,128140,95,311
1463,128160,95,311
1464,128180,95,311
1465,128200,95,311
1466,128220,119,448
1467,128220,95,311
1468,128240,95,311
1469,128260,95,311
1470,128280,95,311
1471,128300,95,311
1472,128320,95,311
1473,128340,95,311
1474,128360,95,311
1475,128380,95,311
1476,128400,95,311
1477,128420,95,311
1478,128440,95,311
1479,128460,95,311
1480,128480,95,311
1481,128500,119,448
1482,128500,95,311
1483,128520,119,448
1484,128520,95,311
1485,128540,95,311
1486,128560,119,448
1487,128560,95,311
1488,128580,95,311
1489,128600,95,311
1490,128620,95,311
1491,128640,95,311
1492,128660,119,448
1493,128660,95,311
1494,128680,95,311
1495,128700,95,311
